WILAYAH;KECAMATAN;KELURAHAN;NO_RT;NO_RW;LUAS_AREA;GENANGAN;TINGGI;FLOOD;KETERANGAN;WAKTU;WAKTU_TEXT;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;015;005;0,00151081;40 cm;2;YES;Luapan Kali Pesanggrahan;2021-11-07 9:00:20;2021-11-07 09:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;012;011;0,00607107;40 cm;2;YES;Luapan Kali Ciliwung;2021-11-07 9:00:20;2021-11-07 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CILILITAN;006;007;0,01021672;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-07 9:00:20;2021-11-07 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;004;001;0,01277059;40 cm;2;yes;rob;2022-04-26 12:00:19;2022-04-26 12:00;;
JAKARTA BARAT;KALI DERES;KAMAL;001;001;0,08153582;40 cm;2;yes;rob;2022-04-26 12:00:19;2022-04-26 12:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;40 cm;2;yes;rob;2022-04-26 12:00:19;2022-04-26 12:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;0,07530738;30 s.d 40 cm;2;YES;nan;2022-10-07 9:00:19;2022-10-07 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;0,00355319;40 cm;2;YES;Luapan Kali Ciliwung;2021-11-07 9:00:20;2021-11-07 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;0,01365099;70 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;0,00723049;100 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;015;007;0,00855511;40 CM;2;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;016;007;0,01552814;40 CM;2;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CILILITAN;006;007;0,02031155;50 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;0,0055472;80 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;017;007;0,00924964;40 CM;2;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;60 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;005;008;0,00999088;40 CM;2;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;120 CM;3;YES;nan;2022-08-15 6:00:19;2022-08-15 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;0,00279773;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;0,07530738;70 cm;3;YES;Curah Hujan Tinggi dan Luapan Kali Angke;2022-05-03 18:00:20;2022-05-03 18:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;007;0,17473632;40 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;005;007;0,00620131;50 cm;2;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;0,01365099;50 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;0,00723049;50 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;016;007;0,01552814;80 cm;3;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;004;007;0,25660217;50 cm;2;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;006;007;0,04891803;50 cm;2;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;003;007;0,00689139;50 cm;2;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA BARAT;KEBON JERUK;KEBON JERUK;008;001;0,02877254;40 cm;2;YES;nan;2022-10-07 9:00:19;2022-10-07 09:00;;
JAKARTA BARAT;KEBON JERUK;KEBON JERUK;012;007;0,01961456;40 cm;2;YES;nan;2022-10-07 9:00:19;2022-10-07 09:00;;
JAKARTA BARAT;KEBON JERUK;KEBON JERUK;005;001;0,02648933;40 cm;2;YES;nan;2022-10-07 9:00:19;2022-10-07 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;0,00229643;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;007;0,00189056;40 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;0,00723049;70 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;0,00312197;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;0,00192963;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;008;0,00414511;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;0,00087744;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;012;008;0,0031616;70 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;005;007;0,00985004;80 cm;3;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;006;008;0,00821616;70 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;0,00833539;50 cm;2;YES;LUAPAN KALI PESANGGRAHAN;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,00399925;50 cm;2;YES;LUAPAN KALI PESANGGRAHAN;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;005;007;0,0039031;40 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;0,0055472;50 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;017;007;0,00924964;80 cm;3;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;010;007;0,00571554;40 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;50 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;70 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;006;011;0,00615185;60 cm;2;YES;Penyebab: Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;002;007;0,00678813;50 cm;2;YES;Penyebab: Curah Hujan Tinggi dan Luapan Kali Ciliwung;2022-11-06 3:00:19;2022-11-06 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;0,00275061;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;002;002;0,05088687;60 cm;2;YES;Luapan Kali Angke;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;0,00279842;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;0,00227763;50 cm;2;YES;Luapan Kali Ciliwung;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;016;004;0,11057096;60 cm;2;YES;Luapan Kali Angke;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;001;002;0,21232454;60 cm;2;YES;Luapan Kali Angke;2021-11-08 15:00:19;2021-11-08 15:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;0,0051489;50 cm;2;YES;LUAPAN KALI PESANGGRAHAN;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;015;005;0,00151058;50 cm;2;YES;LUAPAN KALI PESANGGRAHAN;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;0,00284596;50 cm;2;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;0,00251241;75 cm;3;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;100 cm;3;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;008;010;0,02664836;60 cm;2;YES;LUAPAN KALI PESANGGRAHAN;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;100 cm;3;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;008;011;0,04675351;40 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 3:00:19;2022-09-24 03:00;;
JAKARTA SELATAN;CILANDAK;PONDOK LABU;012;003;0,02211212;70 cm;2;YES;Curah Hujan Tinggi;2022-09-24 3:00:19;2022-09-24 03:00;;
JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;005;005;0,09926394;40 cm;2;YES;Curah Hujan Tinggi;2022-09-24 3:00:19;2022-09-24 03:00;;
JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;009;011;0,05310074;40 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 3:00:19;2022-09-24 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;0,00274992;75 cm;3;YES;LUAPAN KALI CILIWUNG;2022-08-22 12:00:19;2022-08-22 12:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;0,15429703;80 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Krukut;2022-09-24 3:00:19;2022-09-24 03:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;004;007;0,25660217;45;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;004;0,04520271;50;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;0,0055472;90;3;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;006;011;0,0138836;50;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;012;011;0,00606951;50;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA BARAT;CENGKARENG;KEDAUNG KALI ANGKE;001;005;0,04766049;60 cm;2;YES;nan;2022-09-10 3:00:19;2022-09-10 03:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;009;004;0,01153761;40 cm;2;YES;nan;2022-09-10 3:00:19;2022-09-10 03:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;010;004;0,05112333;40 cm;2;YES;nan;2022-09-10 3:00:19;2022-09-10 03:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;010;003;0,01171922;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00445937;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;003;0,00753762;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;004;004;0,00582632;70 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;006;013;0,01425919;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA SELATAN;TEBET;BUKIT DURI;007;004;0,00753454;60 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;006;005;0,08070812;50 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;006;006;0,14040676;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;004;006;0,02638174;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;004;014;0,0245918;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;004;004;0,00575335;90 cm;3;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;KALI DERES;TEGAL ALUR;001;003;0,02067218;40 cm;2;YES;nan;2022-01-21 3:00:19;2022-01-21 03:00;;
JAKARTA BARAT;KALI DERES;TEGAL ALUR;015;003;0,03946249;40 cm;2;YES;nan;2022-01-21 3:00:19;2022-01-21 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;0,00274992;50;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;50;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;120;3;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;005;0,00155688;40;2;YES;nan;2022-10-26 6:00:19;2022-10-26 06:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;011;004;0,02337035;40 cm;2;YES;Curah Hujan Tinggi;2022-11-07 9:00:19;2022-11-07 09:00;;
JAKARTA TIMUR;CAKUNG;RAWA TERATE;010;005;0,20530273;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;010;008;0,02658418;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;KALI DERES;KALIDERES;009;003;0,00562545;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;014;003;0,00447085;40 cm;2;YES;Curah Hujan Tinggi;2022-04-06 6:00:19;2022-04-06 06:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;008;001;0,20430972;40 CM;2;YES;Curah Hujan Tinggi dan Luapan Kali Angke;2022-09-11 0:00:19;2022-09-11 00:00;;
JAKARTA BARAT;KALI DERES;KAMAL;001;001;0,08153582;40 CM;2;YES;Curah Hujan Tinggi dan Luapan Kali Semongol;2022-09-11 0:00:19;2022-09-11 00:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;50 CM;2;YES;Curah Hujan Tinggi dan Luapan Kali Semongol;2022-09-11 0:00:19;2022-09-11 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-04 12:00:19;2021-06-04 12:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-04 12:00:19;2021-06-04 12:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;0,00275061;100 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;008;0,00087766;50 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,00353232;90 cm;3;YES;Penyebab : Luapan Kali Pesanggrahan;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;017;007;0,01359958;190 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;006;008;0,00958391;270 cm;3;YES;Penyebab : Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;007;008;0,00725191;270 cm;3;YES;Penyebab : Curah Hujan Tinggi dan Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA SELATAN;PANCORAN;PENGADEGAN;008;001;0,0383134;100 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;007;0,00544204;190 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;0,00193124;50 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;008;0,02510171;125 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;005;008;0,01485829;40 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;008;008;0,01318754;125 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;0,00279773;200 cm;4;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;016;007;0,00482952;75 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;005;0,00401174;75 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;003;003;0,0151821;40 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;004;003;0,0157692;45 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;005;007;0,00620131;100 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;0,01365099;170 cm;4;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;0,00229643;200 cm;4;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;007;0,00099888;100 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00792003;250 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;001;008;0,01892636;80 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;005;0,00401273;100 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;005;008;0,01446427;70 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;006;008;0,00733197;150 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;008;0,02393557;180 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;012;005;0,01900188;40 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,0129285;50 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;009;005;0,01356839;70 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;010;002;0,02096866;150 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;0,00523928;190 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-06 3:00:19;2021-06-06 03:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-06 3:00:19;2021-06-06 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;007;0,00108688;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;008;007;0,00169419;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;007;0,00189056;120 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;0,00723049;170 cm;4;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;002;007;0,00248862;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;004;007;0,00244383;75 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;001;007;0,00205986;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;017;007;0,00094862;75 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;008;0,00312197;130 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;014;008;0,00192963;130 cm;3;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;008;0,00137006;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;005;008;0,00102418;50 cm;2;YES;nan;2022-10-13 9:00:19;2022-10-13 09:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;002;003;0,00782334;220 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;010;005;0,00279842;100 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;011;005;0,00227763;100 cm;3;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;015;007;0,00098113;40 cm;2;YES;Penyebab : Luapan Kali Ciliwung;2021-11-08 3:00:19;2021-11-08 03:00;;
